M,N,K | cuBLAS(ms) | CUTLASS(ms) | |Δ|(ms) | ratio(CUTLASS/cuBLAS)
M=   64, N=  512, K=  256 |     0.006 |       0.006 |   0.000 |     0.968
M=   64, N=  512, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=   64, N=  512, K= 1024 |     0.009 |       0.010 |   0.001 |     1.068
M=   64, N=  512, K= 2048 |     0.011 |       0.015 |   0.004 |     1.340
M=   64, N=  512, K= 4096 |     0.012 |       0.024 |   0.013 |     2.088
M=   64, N=  512, K= 8192 |     0.013 |       0.044 |   0.031 |     3.308
M=   64, N=  512, K=12288 |     0.015 |       0.064 |   0.050 |     4.361
M=   64, N=  512, K=16384 |     0.016 |       0.083 |   0.067 |     5.114
M=   64, N= 1024, K=   16 |     0.006 |       0.005 |   0.001 |     0.800
M=   64, N= 1024, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=   64, N= 1024, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=   64, N= 1024, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=   64, N= 1024, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=   64, N= 1024, K=  512 |     0.007 |       0.008 |   0.000 |     1.057
M=   64, N= 1024, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=   64, N= 1024, K= 2048 |     0.012 |       0.015 |   0.002 |     1.200
M=   64, N= 1024, K= 4096 |     0.014 |       0.025 |   0.011 |     1.818
M=   64, N= 1024, K= 8192 |     0.017 |       0.044 |   0.027 |     2.634
M=   64, N= 1024, K=12288 |     0.019 |       0.064 |   0.045 |     3.376
M=   64, N= 1024, K=16384 |     0.038 |       0.084 |   0.045 |     2.187
M=   64, N= 2048, K=   16 |     0.006 |       0.005 |   0.001 |     0.793
M=   64, N= 2048, K=   32 |     0.006 |       0.005 |   0.001 |     0.828
M=   64, N= 2048, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=   64, N= 2048, K=  128 |     0.007 |       0.006 |   0.001 |     0.844
M=   64, N= 2048, K=  256 |     0.007 |       0.007 |   0.001 |     0.914
M=   64, N= 2048, K=  512 |     0.007 |       0.008 |   0.001 |     1.086
M=   64, N= 2048, K= 1024 |     0.009 |       0.010 |   0.001 |     1.136
M=   64, N= 2048, K= 2048 |     0.012 |       0.015 |   0.003 |     1.233
M=   64, N= 2048, K= 4096 |     0.019 |       0.025 |   0.006 |     1.312
M=   64, N= 2048, K= 8192 |     0.036 |       0.045 |   0.010 |     1.269
M=   64, N= 2048, K=12288 |     0.052 |       0.066 |   0.014 |     1.270
M=   64, N= 2048, K=16384 |     0.064 |       0.084 |   0.021 |     1.325
M=   64, N= 4096, K=   16 |     0.006 |       0.005 |   0.001 |     0.806
M=   64, N= 4096, K=   32 |     0.006 |       0.005 |   0.001 |     0.867
M=   64, N= 4096, K=   64 |     0.006 |       0.006 |   0.001 |     0.871
M=   64, N= 4096, K=  128 |     0.007 |       0.006 |   0.001 |     0.906
M=   64, N= 4096, K=  256 |     0.007 |       0.007 |   0.001 |     0.917
M=   64, N= 4096, K=  512 |     0.009 |       0.008 |   0.001 |     0.884
M=   64, N= 4096, K= 1024 |     0.012 |       0.010 |   0.001 |     0.879
M=   64, N= 4096, K= 2048 |     0.018 |       0.017 |   0.001 |     0.931
M=   64, N= 4096, K= 4096 |     0.035 |       0.031 |   0.004 |     0.878
M=   64, N= 4096, K= 8192 |     0.072 |       0.065 |   0.007 |     0.900
M=   64, N= 4096, K=12288 |     0.088 |       0.087 |   0.001 |     0.991
M=   64, N= 4096, K=16384 |     0.122 |       0.117 |   0.006 |     0.955
M=   64, N= 8192, K=   16 |     0.006 |       0.006 |   0.001 |     0.900
M=   64, N= 8192, K=   32 |     0.006 |       0.006 |   0.000 |     0.933
M=   64, N= 8192, K=   64 |     0.007 |       0.007 |   0.000 |     1.000
M=   64, N= 8192, K=  128 |     0.007 |       0.007 |   0.000 |     0.972
M=   64, N= 8192, K=  256 |     0.008 |       0.008 |   0.000 |     1.000
M=   64, N= 8192, K=  512 |     0.010 |       0.010 |   0.001 |     1.064
M=   64, N= 8192, K= 1024 |     0.013 |       0.015 |   0.002 |     1.127
M=   64, N= 8192, K= 2048 |     0.030 |       0.030 |   0.000 |     1.007
M=   64, N= 8192, K= 4096 |     0.059 |       0.060 |   0.001 |     1.021
M=   64, N= 8192, K= 8192 |     0.118 |       0.116 |   0.002 |     0.986
M=   64, N= 8192, K=12288 |     0.168 |       0.166 |   0.002 |     0.989
M=   64, N= 8192, K=16384 |     0.222 |       0.224 |   0.002 |     1.008
M=   64, N=12288, K=   16 |     0.007 |       0.006 |   0.001 |     0.844
M=   64, N=12288, K=   32 |     0.007 |       0.006 |   0.001 |     0.909
M=   64, N=12288, K=   64 |     0.008 |       0.007 |   0.001 |     0.865
M=   64, N=12288, K=  128 |     0.008 |       0.008 |   0.000 |     0.949
M=   64, N=12288, K=  256 |     0.009 |       0.009 |   0.000 |     1.000
M=   64, N=12288, K=  512 |     0.011 |       0.012 |   0.000 |     1.018
M=   64, N=12288, K= 1024 |     0.017 |       0.020 |   0.003 |     1.179
M=   64, N=12288, K= 2048 |     0.046 |       0.046 |   0.000 |     1.004
M=   64, N=12288, K= 4096 |     0.083 |       0.082 |   0.001 |     0.985
M=   64, N=12288, K= 8192 |     0.161 |       0.157 |   0.003 |     0.981
M=   64, N=12288, K=12288 |     0.249 |       0.232 |   0.016 |     0.934
M=   64, N=12288, K=16384 |     0.325 |       0.326 |   0.001 |     1.003
M=   64, N=16384, K=   16 |     0.007 |       0.006 |   0.001 |     0.882
M=   64, N=16384, K=   32 |     0.007 |       0.006 |   0.001 |     0.912
M=   64, N=16384, K=   64 |     0.009 |       0.007 |   0.002 |     0.810
M=   64, N=16384, K=  128 |     0.011 |       0.008 |   0.003 |     0.745
M=   64, N=16384, K=  256 |     0.012 |       0.011 |   0.001 |     0.912
M=   64, N=16384, K=  512 |     0.016 |       0.015 |   0.001 |     0.922
M=   64, N=16384, K= 1024 |     0.035 |       0.034 |   0.001 |     0.965
M=   64, N=16384, K= 2048 |     0.060 |       0.060 |   0.000 |     0.993
M=   64, N=16384, K= 4096 |     0.120 |       0.114 |   0.006 |     0.947
M=   64, N=16384, K= 8192 |     0.236 |       0.224 |   0.012 |     0.950
M=   64, N=16384, K=12288 |     0.351 |       0.324 |   0.027 |     0.924
M=   64, N=16384, K=16384 |     0.473 |       0.447 |   0.026 |     0.946
M=  128, N=   16, K=   16 |     0.007 |       0.005 |   0.002 |     0.735
M=  128, N=   16, K=   32 |     0.008 |       0.005 |   0.003 |     0.622
M=  128, N=   16, K=   64 |     0.006 |       0.005 |   0.001 |     0.839
M=  128, N=   16, K=  128 |     0.007 |       0.006 |   0.001 |     0.844
M=  128, N=   16, K=  256 |     0.007 |       0.006 |   0.001 |     0.909
M=  128, N=   16, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=  128, N=   16, K= 1024 |     0.009 |       0.010 |   0.000 |     1.022
M=  128, N=   16, K= 2048 |     0.009 |       0.015 |   0.006 |     1.614
M=  128, N=   16, K= 4096 |     0.010 |       0.024 |   0.014 |     2.340
M=  128, N=   16, K= 8192 |     0.011 |       0.043 |   0.033 |     4.058
M=  128, N=   16, K=12288 |     0.011 |       0.062 |   0.051 |     5.648
M=  128, N=   16, K=16384 |     0.012 |       0.082 |   0.070 |     7.000
M=  128, N=   32, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  128, N=   32, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N=   32, K=   64 |     0.006 |       0.005 |   0.001 |     0.806
M=  128, N=   32, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  128, N=   32, K=  256 |     0.007 |       0.006 |   0.000 |     0.937
M=  128, N=   32, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=  128, N=   32, K= 1024 |     0.009 |       0.010 |   0.001 |     1.093
M=  128, N=   32, K= 2048 |     0.009 |       0.015 |   0.006 |     1.614
M=  128, N=   32, K= 4096 |     0.010 |       0.024 |   0.014 |     2.458
M=  128, N=   32, K= 8192 |     0.011 |       0.043 |   0.033 |     4.000
M=  128, N=   32, K=12288 |     0.011 |       0.063 |   0.051 |     5.464
M=  128, N=   32, K=16384 |     0.012 |       0.082 |   0.070 |     6.780
M=  128, N=   64, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N=   64, K=   32 |     0.006 |       0.005 |   0.001 |     0.828
M=  128, N=   64, K=   64 |     0.006 |       0.005 |   0.001 |     0.839
M=  128, N=   64, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  128, N=   64, K=  256 |     0.006 |       0.006 |   0.000 |     0.968
M=  128, N=   64, K=  512 |     0.007 |       0.007 |   0.000 |     0.972
M=  128, N=   64, K= 1024 |     0.009 |       0.010 |   0.000 |     1.043
M=  128, N=   64, K= 2048 |     0.009 |       0.015 |   0.006 |     1.622
M=  128, N=   64, K= 4096 |     0.011 |       0.024 |   0.014 |     2.245
M=  128, N=   64, K= 8192 |     0.013 |       0.044 |   0.031 |     3.452
M=  128, N=   64, K=12288 |     0.012 |       0.064 |   0.052 |     5.322
M=  128, N=   64, K=16384 |     0.013 |       0.083 |   0.070 |     6.429
M=  128, N=  128, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N=  128, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N=  128, K=   64 |     0.006 |       0.005 |   0.001 |     0.833
M=  128, N=  128, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=  128, N=  128, K=  256 |     0.006 |       0.007 |   0.001 |     1.103
M=  128, N=  128, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=  128, N=  128, K= 1024 |     0.009 |       0.010 |   0.001 |     1.091
M=  128, N=  128, K= 2048 |     0.009 |       0.015 |   0.005 |     1.578
M=  128, N=  128, K= 4096 |     0.011 |       0.024 |   0.014 |     2.245
M=  128, N=  128, K= 8192 |     0.013 |       0.044 |   0.031 |     3.397
M=  128, N=  128, K=12288 |     0.017 |       0.064 |   0.048 |     3.864
M=  128, N=  128, K=16384 |     0.019 |       0.083 |   0.064 |     4.402
M=  128, N=  256, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  128, N=  256, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N=  256, K=   64 |     0.006 |       0.005 |   0.001 |     0.897
M=  128, N=  256, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=  128, N=  256, K=  256 |     0.006 |       0.007 |   0.000 |     1.067
M=  128, N=  256, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=  128, N=  256, K= 1024 |     0.009 |       0.010 |   0.001 |     1.068
M=  128, N=  256, K= 2048 |     0.011 |       0.015 |   0.004 |     1.358
M=  128, N=  256, K= 4096 |     0.011 |       0.024 |   0.013 |     2.164
M=  128, N=  256, K= 8192 |     0.014 |       0.044 |   0.031 |     3.258
M=  128, N=  256, K=12288 |     0.017 |       0.064 |   0.048 |     3.829
M=  128, N=  256, K=16384 |     0.019 |       0.083 |   0.064 |     4.366
M=  128, N=  512, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  128, N=  512, K=   32 |     0.006 |       0.005 |   0.001 |     0.828
M=  128, N=  512, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=  128, N=  512, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  128, N=  512, K=  256 |     0.006 |       0.006 |   0.000 |     0.968
M=  128, N=  512, K=  512 |     0.007 |       0.008 |   0.000 |     1.057
M=  128, N=  512, K= 1024 |     0.009 |       0.010 |   0.001 |     1.140
M=  128, N=  512, K= 2048 |     0.011 |       0.015 |   0.004 |     1.327
M=  128, N=  512, K= 4096 |     0.013 |       0.025 |   0.011 |     1.875
M=  128, N=  512, K= 8192 |     0.016 |       0.044 |   0.028 |     2.734
M=  128, N=  512, K=12288 |     0.019 |       0.064 |   0.045 |     3.340
M=  128, N=  512, K=16384 |     0.022 |       0.084 |   0.061 |     3.743
M=  128, N= 1024, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=  128, N= 1024, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=  128, N= 1024, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=  128, N= 1024, K=  128 |     0.006 |       0.006 |   0.000 |     0.966
M=  128, N= 1024, K=  256 |     0.007 |       0.006 |   0.000 |     0.969
M=  128, N= 1024, K=  512 |     0.007 |       0.008 |   0.000 |     1.028
M=  128, N= 1024, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=  128, N= 1024, K= 2048 |     0.013 |       0.015 |   0.002 |     1.177
M=  128, N= 1024, K= 4096 |     0.017 |       0.025 |   0.008 |     1.476
M=  128, N= 1024, K= 8192 |     0.020 |       0.045 |   0.025 |     2.247
M=  128, N= 1024, K=12288 |     0.032 |       0.065 |   0.034 |     2.058
M=  128, N= 1024, K=16384 |     0.044 |       0.084 |   0.040 |     1.898
M=  128, N= 2048, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  128, N= 2048, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=  128, N= 2048, K=   64 |     0.006 |       0.006 |   0.001 |     0.900
M=  128, N= 2048, K=  128 |     0.006 |       0.006 |   0.000 |     0.967
M=  128, N= 2048, K=  256 |     0.007 |       0.007 |   0.000 |     1.000
M=  128, N= 2048, K=  512 |     0.008 |       0.008 |   0.000 |     1.026
M=  128, N= 2048, K= 1024 |     0.010 |       0.010 |   0.001 |     1.062
M=  128, N= 2048, K= 2048 |     0.014 |       0.015 |   0.001 |     1.071
M=  128, N= 2048, K= 4096 |     0.022 |       0.025 |   0.003 |     1.128
M=  128, N= 2048, K= 8192 |     0.042 |       0.047 |   0.005 |     1.111
M=  128, N= 2048, K=12288 |     0.061 |       0.067 |   0.006 |     1.100
M=  128, N= 2048, K=16384 |     0.073 |       0.088 |   0.015 |     1.206
M=  128, N= 4096, K=   16 |     0.006 |       0.006 |   0.000 |     0.933
M=  128, N= 4096, K=   32 |     0.006 |       0.006 |   0.000 |     0.933
M=  128, N= 4096, K=   64 |     0.006 |       0.006 |   0.000 |     1.034
M=  128, N= 4096, K=  128 |     0.007 |       0.007 |   0.000 |     1.031
M=  128, N= 4096, K=  256 |     0.008 |       0.008 |   0.000 |     1.000
M=  128, N= 4096, K=  512 |     0.010 |       0.010 |   0.000 |     1.043
M=  128, N= 4096, K= 1024 |     0.014 |       0.014 |   0.001 |     1.045
M=  128, N= 4096, K= 2048 |     0.022 |       0.023 |   0.001 |     1.057
M=  128, N= 4096, K= 4096 |     0.040 |       0.042 |   0.002 |     1.052
M=  128, N= 4096, K= 8192 |     0.076 |       0.080 |   0.004 |     1.054
M=  128, N= 4096, K=12288 |     0.097 |       0.111 |   0.014 |     1.148
M=  128, N= 4096, K=16384 |     0.131 |       0.146 |   0.015 |     1.112
M=  128, N= 8192, K=   16 |     0.007 |       0.006 |   0.001 |     0.909
M=  128, N= 8192, K=   32 |     0.007 |       0.006 |   0.000 |     0.939
M=  128, N= 8192, K=   64 |     0.008 |       0.007 |   0.001 |     0.921
M=  128, N= 8192, K=  128 |     0.009 |       0.008 |   0.001 |     0.886
M=  128, N= 8192, K=  256 |     0.010 |       0.010 |   0.000 |     0.980
M=  128, N= 8192, K=  512 |     0.013 |       0.013 |   0.000 |     1.000
M=  128, N= 8192, K= 1024 |     0.019 |       0.019 |   0.001 |     1.033
M=  128, N= 8192, K= 2048 |     0.038 |       0.037 |   0.001 |     0.963
M=  128, N= 8192, K= 4096 |     0.069 |       0.066 |   0.003 |     0.950
M=  128, N= 8192, K= 8192 |     0.137 |       0.130 |   0.008 |     0.943
M=  128, N= 8192, K=12288 |     0.190 |       0.172 |   0.018 |     0.906
M=  128, N= 8192, K=16384 |     0.259 |       0.226 |   0.033 |     0.874
M=  128, N=12288, K=   16 |     0.007 |       0.007 |   0.000 |     0.943
M=  128, N=12288, K=   32 |     0.007 |       0.007 |   0.000 |     1.000
M=  128, N=12288, K=   64 |     0.008 |       0.007 |   0.001 |     0.900
M=  128, N=12288, K=  128 |     0.010 |       0.010 |   0.000 |     0.959
M=  128, N=12288, K=  256 |     0.011 |       0.011 |   0.000 |     1.018
M=  128, N=12288, K=  512 |     0.015 |       0.016 |   0.002 |     1.113
M=  128, N=12288, K= 1024 |     0.023 |       0.022 |   0.000 |     0.991
M=  128, N=12288, K= 2048 |     0.053 |       0.052 |   0.000 |     0.996
M=  128, N=12288, K= 4096 |     0.092 |       0.090 |   0.001 |     0.984
M=  128, N=12288, K= 8192 |     0.170 |       0.186 |   0.015 |     1.090
M=  128, N=12288, K=12288 |     0.278 |       0.240 |   0.038 |     0.863
M=  128, N=12288, K=16384 |     0.361 |       0.339 |   0.022 |     0.938
M=  128, N=16384, K=   16 |     0.009 |       0.007 |   0.001 |     0.833
M=  128, N=16384, K=   32 |     0.009 |       0.008 |   0.001 |     0.881
M=  128, N=16384, K=   64 |     0.010 |       0.009 |   0.001 |     0.894
M=  128, N=16384, K=  128 |     0.012 |       0.011 |   0.001 |     0.914
M=  128, N=16384, K=  256 |     0.016 |       0.014 |   0.002 |     0.875
M=  128, N=16384, K=  512 |     0.022 |       0.021 |   0.001 |     0.935
M=  128, N=16384, K= 1024 |     0.040 |       0.041 |   0.001 |     1.031
M=  128, N=16384, K= 2048 |     0.068 |       0.069 |   0.001 |     1.012
M=  128, N=16384, K= 4096 |     0.119 |       0.120 |   0.001 |     1.009
M=  128, N=16384, K= 8192 |     0.245 |       0.254 |   0.009 |     1.037
M=  128, N=16384, K=12288 |     0.364 |       0.338 |   0.026 |     0.928
M=  128, N=16384, K=16384 |     0.483 |       0.493 |   0.010 |     1.020
M=  256, N=   16, K=   16 |     0.007 |       0.005 |   0.002 |     0.657
M=  256, N=   16, K=   32 |     0.007 |       0.005 |   0.002 |     0.667
M=  256, N=   16, K=   64 |     0.007 |       0.005 |   0.002 |     0.735
M=  256, N=   16, K=  128 |     0.007 |       0.006 |   0.001 |     0.875
M=  256, N=   16, K=  256 |     0.007 |       0.006 |   0.000 |     0.937
M=  256, N=   16, K=  512 |     0.009 |       0.007 |   0.002 |     0.783
M=  256, N=   16, K= 1024 |     0.009 |       0.010 |   0.000 |     1.044
M=  256, N=   16, K= 2048 |     0.009 |       0.015 |   0.005 |     1.578
M=  256, N=   16, K= 4096 |     0.010 |       0.024 |   0.014 |     2.458
M=  256, N=   16, K= 8192 |     0.012 |       0.043 |   0.031 |     3.459
M=  256, N=   16, K=12288 |     0.015 |       0.062 |   0.048 |     4.296
M=  256, N=   16, K=16384 |     0.016 |       0.082 |   0.065 |     4.988
M=  256, N=   32, K=   16 |     0.006 |       0.005 |   0.001 |     0.800
M=  256, N=   32, K=   32 |     0.006 |       0.005 |   0.002 |     0.742
M=  256, N=   32, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=  256, N=   32, K=  128 |     0.006 |       0.006 |   0.001 |     0.900
M=  256, N=   32, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=  256, N=   32, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=  256, N=   32, K= 1024 |     0.009 |       0.010 |   0.001 |     1.116
M=  256, N=   32, K= 2048 |     0.009 |       0.014 |   0.005 |     1.522
M=  256, N=   32, K= 4096 |     0.010 |       0.024 |   0.014 |     2.388
M=  256, N=   32, K= 8192 |     0.011 |       0.043 |   0.032 |     3.926
M=  256, N=   32, K=12288 |     0.012 |       0.063 |   0.051 |     5.186
M=  256, N=   32, K=16384 |     0.013 |       0.082 |   0.069 |     6.250
M=  256, N=   64, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=  256, N=   64, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=  256, N=   64, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=  256, N=   64, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  256, N=   64, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=  256, N=   64, K=  512 |     0.007 |       0.008 |   0.000 |     1.057
M=  256, N=   64, K= 1024 |     0.009 |       0.010 |   0.001 |     1.067
M=  256, N=   64, K= 2048 |     0.009 |       0.015 |   0.005 |     1.543
M=  256, N=   64, K= 4096 |     0.011 |       0.024 |   0.014 |     2.245
M=  256, N=   64, K= 8192 |     0.013 |       0.044 |   0.031 |     3.452
M=  256, N=   64, K=12288 |     0.012 |       0.064 |   0.052 |     5.288
M=  256, N=   64, K=16384 |     0.013 |       0.083 |   0.070 |     6.328
M=  256, N=  128, K=   16 |     0.006 |       0.005 |   0.001 |     0.793
M=  256, N=  128, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=  256, N=  128, K=   64 |     0.006 |       0.006 |   0.001 |     0.871
M=  256, N=  128, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  256, N=  128, K=  256 |     0.006 |       0.006 |   0.000 |     1.033
M=  256, N=  128, K=  512 |     0.007 |       0.007 |   0.000 |     1.059
M=  256, N=  128, K= 1024 |     0.009 |       0.010 |   0.001 |     1.091
M=  256, N=  128, K= 2048 |     0.010 |       0.015 |   0.005 |     1.440
M=  256, N=  128, K= 4096 |     0.011 |       0.025 |   0.014 |     2.222
M=  256, N=  128, K= 8192 |     0.013 |       0.044 |   0.031 |     3.292
M=  256, N=  128, K=12288 |     0.017 |       0.064 |   0.047 |     3.852
M=  256, N=  128, K=16384 |     0.019 |       0.083 |   0.064 |     4.355
M=  256, N=  256, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  256, N=  256, K=   32 |     0.009 |       0.005 |   0.004 |     0.558
M=  256, N=  256, K=   64 |     0.006 |       0.005 |   0.001 |     0.862
M=  256, N=  256, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=  256, N=  256, K=  256 |     0.006 |       0.007 |   0.000 |     1.067
M=  256, N=  256, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=  256, N=  256, K= 1024 |     0.009 |       0.010 |   0.001 |     1.140
M=  256, N=  256, K= 2048 |     0.011 |       0.015 |   0.003 |     1.309
M=  256, N=  256, K= 4096 |     0.013 |       0.025 |   0.012 |     1.905
M=  256, N=  256, K= 8192 |     0.016 |       0.044 |   0.028 |     2.722
M=  256, N=  256, K=12288 |     0.018 |       0.064 |   0.046 |     3.528
M=  256, N=  256, K=16384 |     0.021 |       0.083 |   0.063 |     4.030
M=  256, N=  512, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=  256, N=  512, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=  256, N=  512, K=   64 |     0.006 |       0.005 |   0.001 |     0.897
M=  256, N=  512, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=  256, N=  512, K=  256 |     0.007 |       0.006 |   0.000 |     0.969
M=  256, N=  512, K=  512 |     0.007 |       0.008 |   0.000 |     1.028
M=  256, N=  512, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=  256, N=  512, K= 2048 |     0.012 |       0.015 |   0.003 |     1.217
M=  256, N=  512, K= 4096 |     0.016 |       0.025 |   0.009 |     1.571
M=  256, N=  512, K= 8192 |     0.022 |       0.045 |   0.023 |     2.028
M=  256, N=  512, K=12288 |     0.032 |       0.065 |   0.032 |     2.000
M=  256, N=  512, K=16384 |     0.040 |       0.084 |   0.043 |     2.071
M=  256, N= 1024, K=   16 |     0.006 |       0.005 |   0.001 |     0.828
M=  256, N= 1024, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=  256, N= 1024, K=   64 |     0.006 |       0.006 |   0.001 |     0.900
M=  256, N= 1024, K=  128 |     0.006 |       0.006 |   0.000 |     0.967
M=  256, N= 1024, K=  256 |     0.007 |       0.007 |   0.000 |     0.970
M=  256, N= 1024, K=  512 |     0.008 |       0.008 |   0.000 |     1.026
M=  256, N= 1024, K= 1024 |     0.010 |       0.010 |   0.001 |     1.062
M=  256, N= 1024, K= 2048 |     0.014 |       0.015 |   0.002 |     1.119
M=  256, N= 1024, K= 4096 |     0.021 |       0.025 |   0.004 |     1.183
M=  256, N= 1024, K= 8192 |     0.036 |       0.045 |   0.009 |     1.264
M=  256, N= 1024, K=12288 |     0.051 |       0.066 |   0.015 |     1.293
M=  256, N= 1024, K=16384 |     0.062 |       0.084 |   0.022 |     1.356
M=  256, N= 2048, K=   16 |     0.006 |       0.006 |   0.000 |     0.931
M=  256, N= 2048, K=   32 |     0.006 |       0.006 |   0.001 |     0.900
M=  256, N= 2048, K=   64 |     0.006 |       0.006 |   0.000 |     1.034
M=  256, N= 2048, K=  128 |     0.007 |       0.007 |   0.000 |     1.031
M=  256, N= 2048, K=  256 |     0.008 |       0.008 |   0.000 |     1.054
M=  256, N= 2048, K=  512 |     0.009 |       0.010 |   0.001 |     1.089
M=  256, N= 2048, K= 1024 |     0.012 |       0.014 |   0.001 |     1.098
M=  256, N= 2048, K= 2048 |     0.019 |       0.022 |   0.003 |     1.161
M=  256, N= 2048, K= 4096 |     0.032 |       0.039 |   0.007 |     1.227
M=  256, N= 2048, K= 8192 |     0.055 |       0.074 |   0.019 |     1.345
M=  256, N= 2048, K=12288 |     0.070 |       0.107 |   0.037 |     1.538
M=  256, N= 2048, K=16384 |     0.093 |       0.139 |   0.047 |     1.507
M=  256, N= 4096, K=   16 |     0.007 |       0.006 |   0.000 |     0.937
M=  256, N= 4096, K=   32 |     0.007 |       0.007 |   0.000 |     1.000
M=  256, N= 4096, K=   64 |     0.008 |       0.007 |   0.000 |     0.973
M=  256, N= 4096, K=  128 |     0.009 |       0.008 |   0.001 |     0.867
M=  256, N= 4096, K=  256 |     0.010 |       0.010 |   0.000 |     0.959
M=  256, N= 4096, K=  512 |     0.013 |       0.013 |   0.000 |     1.000
M=  256, N= 4096, K= 1024 |     0.019 |       0.019 |   0.000 |     1.000
M=  256, N= 4096, K= 2048 |     0.031 |       0.031 |   0.000 |     1.000
M=  256, N= 4096, K= 4096 |     0.056 |       0.056 |   0.000 |     0.996
M=  256, N= 4096, K= 8192 |     0.105 |       0.105 |   0.000 |     1.002
M=  256, N= 4096, K=12288 |     0.118 |       0.153 |   0.035 |     1.299
M=  256, N= 4096, K=16384 |     0.151 |       0.202 |   0.050 |     1.332
M=  256, N= 8192, K=   16 |     0.008 |       0.007 |   0.001 |     0.878
M=  256, N= 8192, K=   32 |     0.009 |       0.007 |   0.001 |     0.857
M=  256, N= 8192, K=   64 |     0.010 |       0.008 |   0.002 |     0.837
M=  256, N= 8192, K=  128 |     0.012 |       0.011 |   0.001 |     0.912
M=  256, N= 8192, K=  256 |     0.014 |       0.014 |   0.001 |     1.045
M=  256, N= 8192, K=  512 |     0.020 |       0.020 |   0.001 |     1.031
M=  256, N= 8192, K= 1024 |     0.031 |       0.040 |   0.009 |     1.288
M=  256, N= 8192, K= 2048 |     0.058 |       0.058 |   0.000 |     1.007
M=  256, N= 8192, K= 4096 |     0.092 |       0.106 |   0.015 |     1.158
M=  256, N= 8192, K= 8192 |     0.158 |       0.202 |   0.044 |     1.276
M=  256, N= 8192, K=12288 |     0.218 |       0.297 |   0.079 |     1.360
M=  256, N= 8192, K=16384 |     0.295 |       0.392 |   0.097 |     1.330
M=  256, N=12288, K=   16 |     0.009 |       0.010 |   0.001 |     1.093
M=  256, N=12288, K=   32 |     0.009 |       0.009 |   0.000 |     0.977
M=  256, N=12288, K=   64 |     0.011 |       0.010 |   0.001 |     0.942
M=  256, N=12288, K=  128 |     0.012 |       0.012 |   0.000 |     0.966
M=  256, N=12288, K=  256 |     0.015 |       0.015 |   0.000 |     1.014
M=  256, N=12288, K=  512 |     0.021 |       0.022 |   0.001 |     1.049
